symbol,datetime,open,high,low,close,volume,number_of_trades
BTC,2023-09-21 07:33:00,25813.22,25816.47,25813.21,25816.47,9.35612,276
BTC,2023-09-21 07:34:00,25816.46,25816.47,25816.46,25816.46,6.95222,179
BTC,2023-09-21 07:35:00,25816.46,25816.47,25812.14,25812.14,6.86115,276
BTC,2023-09-21 07:36:00,25812.15,25812.15,25812.14,25812.15,6.60596,221
BTC,2023-09-21 07:37:00,25812.14,25815.47,25812.14,25815.46,3.58647,201
BTC,2023-09-21 07:38:00,25815.47,25818.36,25809.53,25809.53,20.46471,518
BTC,2023-09-21 07:39:00,25809.53,25809.54,25801.17,25806.29,26.72763,656
BTC,2023-09-21 07:40:00,25806.29,25807.66,25806.28,25807.66,1.30798,234
BTC,2023-09-21 07:41:00,25807.65,25807.66,25801.31,25801.31,4.35946,394
BTC,2023-09-21 07:42:00,25801.32,25811.0,25801.31,25810.6,10.50571,336
BTC,2023-09-21 07:43:00,25810.59,25810.6,25810.59,25810.59,3.53359,172
BTC,2023-09-21 07:44:00,25810.59,25824.52,25810.59,25824.51,13.1858,409
BTC,2023-09-21 07:45:00,25824.51,25829.51,25824.51,25828.13,9.65287,294
BTC,2023-09-21 07:46:00,25828.14,25828.14,25828.13,25828.13,3.93603,197
BTC,2023-09-21 07:47:00,25828.14,25828.14,25808.64,25808.65,11.79688,413
BTC,2023-09-21 07:48:00,25808.65,25808.65,25808.64,25808.64,7.05179,173
BTC,2023-09-21 07:49:00,25808.64,25812.83,25808.64,25812.83,9.85294,271
BTC,2023-09-21 07:50:00,25812.82,25812.83,25805.0,25805.01,19.80114,361
BTC,2023-09-21 07:51:00,25805.01,25805.01,25801.29,25801.3,8.55528,258
BTC,2023-09-21 07:52:00,25801.3,25801.3,25800.0,25800.01,9.67356,310
BTC,2023-09-21 07:53:00,25800.0,25808.59,25800.0,25808.59,7.0973,315
BTC,2023-09-21 07:54:00,25808.59,25812.83,25808.58,25812.82,8.72731,242
BTC,2023-09-21 07:55:00,25812.83,25813.52,25810.7,25810.7,5.02042,224
BTC,2023-09-21 07:56:00,25810.7,25810.71,25808.77,25808.77,4.23988,213
BTC,2023-09-21 07:57:00,25808.78,25813.28,25808.77,25813.28,4.58239,247
BTC,2023-09-21 07:58:00,25813.27,25814.69,25811.16,25811.16,7.15096,312
BTC,2023-09-21 07:59:00,25811.16,25811.17,25808.91,25809.04,6.78393,207
BTC,2023-09-21 08:00:00,25809.04,25809.04,25801.78,25801.79,7.58465,287
BTC,2023-09-21 08:01:00,25801.78,25801.79,25798.89,25798.89,3.53251,217
BTC,2023-09-21 08:02:00,25798.9,25798.9,25797.86,25797.86,4.32369,265
BTC,2023-09-21 08:03:00,25797.86,25806.02,25797.86,25805.91,23.60263,341
BTC,2023-09-21 08:04:00,25805.91,25805.92,25803.33,25803.33,9.0092,248
BTC,2023-09-21 08:05:00,25803.33,25809.91,25803.33,25809.9,12.39927,280
BTC,2023-09-21 08:06:00,25809.91,25812.81,25809.9,25812.8,9.36376,221
BTC,2023-09-21 08:07:00,25812.81,25812.81,25812.8,25812.8,1.63508,139
BTC,2023-09-21 08:08:00,25812.81,25815.0,25812.8,25814.99,9.7274,275
BTC,2023-09-21 08:09:00,25814.99,25816.88,25814.99,25816.87,5.63771,144
BTC,2023-09-21 08:10:00,25816.88,25816.88,25816.87,25816.87,2.01497,164
BTC,2023-09-21 08:11:00,25816.88,25816.88,25816.87,25816.88,1.63855,178
BTC,2023-09-21 08:12:00,25816.87,25816.88,25816.87,25816.88,9.21464,216
BTC,2023-09-21 08:13:00,25816.88,25816.88,25806.01,25806.02,12.11401,306
BTC,2023-09-21 08:14:00,25806.01,25812.86,25806.01,25812.86,10.11074,260
BTC,2023-09-21 08:15:00,25812.85,25813.65,25812.85,25813.65,18.17536,273
BTC,2023-09-21 08:16:00,25813.64,25813.65,25813.64,25813.64,7.34616,214
BTC,2023-09-21 08:17:00,25813.65,25816.81,25813.64,25813.64,14.94945,401
BTC,2023-09-21 08:18:00,25813.64,25813.65,25813.64,25813.65,1.16847,171
BTC,2023-09-21 08:19:00,25813.65,25813.65,25813.64,25813.65,4.75421,193
BTC,2023-09-21 08:20:00,25813.65,25815.94,25813.64,25815.94,9.91355,384
BTC,2023-09-21 08:21:00,25815.93,25822.21,25815.93,25821.86,20.68414,414
BTC,2023-09-21 08:22:00,25821.87,25821.87,25821.86,25821.86,8.15373,204
BTC,2023-09-21 08:23:00,25821.86,25823.52,25821.86,25823.05,3.94278,228
BTC,2023-09-21 08:24:00,25823.04,25823.05,25823.04,25823.04,5.97919,231
BTC,2023-09-21 08:25:00,25823.04,25827.83,25822.91,25822.92,15.22785,366
BTC,2023-09-21 08:26:00,25822.92,25827.51,25820.72,25827.5,23.76107,384
BTC,2023-09-21 08:27:00,25827.5,25830.95,25825.18,25825.19,16.41508,413
BTC,2023-09-21 08:28:00,25825.18,25825.19,25816.42,25816.43,9.7634,397
BTC,2023-09-21 08:29:00,25816.42,25816.43,25809.5,25809.5,14.5991,434
BTC,2023-09-21 08:30:00,25809.51,25809.51,25798.15,25800.0,34.62454,705
BTC,2023-09-21 08:31:00,25799.99,25800.0,25796.22,25799.98,20.7355,516
BTC,2023-09-21 08:32:00,25799.97,25801.91,25799.97,25801.91,11.28121,434
BTC,2023-09-21 08:33:00,25801.91,25801.91,25797.69,25797.7,16.65251,570
BTC,2023-09-21 08:34:00,25797.69,25797.7,25788.93,25792.38,24.05804,854
BTC,2023-09-21 08:35:00,25792.39,25792.39,25783.13,25786.12,21.8327,596
BTC,2023-09-21 08:36:00,25786.11,25786.12,25777.29,25782.82,22.279,1043
BTC,2023-09-21 08:37:00,25782.83,25782.83,25776.85,25776.85,8.8652,429
BTC,2023-09-21 08:38:00,25776.85,25784.69,25776.85,25784.69,13.16613,443
BTC,2023-09-21 08:39:00,25784.68,25791.25,25777.33,25781.31,18.8475,674
BTC,2023-09-21 08:40:00,25781.32,25790.25,25781.31,25787.59,13.79497,532
BTC,2023-09-21 08:41:00,25787.58,25790.22,25784.21,25784.21,11.94573,359
BTC,2023-09-21 08:42:00,25784.22,25784.22,25781.37,25781.38,6.55581,339
BTC,2023-09-21 08:43:00,25781.38,25781.38,25781.37,25781.37,6.46144,270
BTC,2023-09-21 08:44:00,25781.37,25786.79,25772.53,25772.54,44.10085,711
BTC,2023-09-21 08:45:00,25772.54,25778.35,25770.0,25778.35,23.6576,456
BTC,2023-09-21 08:46:00,25778.35,25778.35,25771.2,25771.21,7.85128,320
BTC,2023-09-21 08:47:00,25771.2,25771.21,25766.66,25770.18,14.28301,811
BTC,2023-09-21 08:48:00,25770.19,25775.26,25761.47,25761.47,15.47204,668
BTC,2023-09-21 08:49:00,25761.48,25762.68,25761.47,25762.67,7.58841,383
BTC,2023-09-21 08:50:00,25762.68,25762.68,25752.46,25758.2,33.13634,1091
BTC,2023-09-21 08:51:00,25758.2,25763.79,25758.2,25763.76,15.29681,538
BTC,2023-09-21 08:52:00,25763.76,25769.45,25763.63,25769.45,16.48032,481
BTC,2023-09-21 08:53:00,25769.44,25774.71,25767.85,25774.71,16.51145,583
BTC,2023-09-21 08:54:00,25774.7,25775.99,25773.8,25773.81,8.53102,343
BTC,2023-09-21 08:55:00,25773.8,25783.47,25773.8,25783.47,16.9069,419
BTC,2023-09-21 08:56:00,25783.46,25795.62,25783.46,25787.99,40.81846,705
BTC,2023-09-21 08:57:00,25787.99,25794.04,25785.58,25785.58,26.35812,501
BTC,2023-09-21 08:58:00,25785.59,25788.38,25785.58,25788.38,5.91939,252
BTC,2023-09-21 08:59:00,25788.37,25789.72,25788.37,25789.72,4.58235,210
BTC,2023-09-21 09:00:00,25789.72,25799.7,25789.71,25799.69,15.79175,435
BTC,2023-09-21 09:01:00,25799.69,25799.7,25790.84,25790.84,15.64485,349
BTC,2023-09-21 09:02:00,25790.84,25790.85,25788.37,25790.29,7.51788,343
BTC,2023-09-21 09:03:00,25790.3,25790.3,25785.0,25785.0,10.84186,480
BTC,2023-09-21 09:04:00,25785.01,25794.51,25785.0,25793.39,11.21485,397
BTC,2023-09-21 09:05:00,25793.38,25794.06,25788.71,25794.05,6.61584,380
BTC,2023-09-21 09:06:00,25794.05,25799.0,25794.05,25798.99,12.01031,294
BTC,2023-09-21 09:07:00,25799.0,25800.0,25798.99,25799.99,5.58999,250
BTC,2023-09-21 09:08:00,25799.99,25807.04,25799.99,25807.03,9.15035,343
BTC,2023-09-21 09:09:00,25807.04,25807.04,25803.23,25803.24,11.12449,284
BTC,2023-09-21 09:10:00,25803.24,25804.67,25801.74,25804.66,7.84992,344
BTC,2023-09-21 09:11:00,25804.66,25824.93,25804.66,25815.02,47.74511,758
BTC,2023-09-21 09:12:00,25815.03,25816.85,25813.86,25816.8,15.65442,458
BTC,2023-09-21 09:13:00,25816.8,25816.8,25814.14,25814.14,8.05124,308
BTC,2023-09-21 09:14:00,25814.15,25814.15,25811.37,25811.37,5.74708,252
BTC,2023-09-21 09:15:00,25811.37,25811.38,25808.27,25808.28,5.15211,297
BTC,2023-09-21 09:16:00,25808.27,25812.87,25803.88,25803.88,17.03861,396
BTC,2023-09-21 09:17:00,25803.88,25803.89,25801.95,25801.96,6.98907,291
BTC,2023-09-21 09:18:00,25801.96,25802.75,25800.81,25802.75,6.65018,242
BTC,2023-09-21 09:19:00,25802.75,25805.26,25802.74,25805.26,5.09751,322
BTC,2023-09-21 09:20:00,25805.25,25805.26,25801.39,25801.39,11.47264,492
BTC,2023-09-21 09:21:00,25801.4,25801.4,25796.06,25800.01,16.5418,463
BTC,2023-09-21 09:22:00,25800.0,25806.19,25800.0,25806.19,7.10848,424
BTC,2023-09-21 09:23:00,25806.18,25806.19,25806.18,25806.18,3.58144,225
BTC,2023-09-21 09:24:00,25806.18,25806.19,25806.18,25806.18,3.53669,263
BTC,2023-09-21 09:25:00,25806.19,25811.55,25806.18,25811.55,10.74644,399
BTC,2023-09-21 09:26:00,25811.54,25811.55,25808.74,25808.75,5.68386,246
BTC,2023-09-21 09:27:00,25808.75,25808.75,25806.48,25806.49,7.13219,243
BTC,2023-09-21 09:28:00,25806.48,25810.52,25806.48,25810.52,8.6561,288
BTC,2023-09-21 09:29:00,25810.52,25810.52,25810.51,25810.51,1.9593,185
BTC,2023-09-21 09:30:00,25810.52,25810.52,25805.0,25805.01,6.34414,218
BTC,2023-09-21 09:31:00,25805.0,25805.01,25803.71,25803.72,7.28417,189
BTC,2023-09-21 09:32:00,25803.71,25809.83,25803.71,25809.82,9.42598,345
BTC,2023-09-21 09:33:00,25809.82,25809.83,25809.82,25809.83,1.67916,156
BTC,2023-09-21 09:34:00,25809.83,25809.83,25805.7,25805.71,4.67573,214
BTC,2023-09-21 09:35:00,25805.71,25805.71,25800.0,25800.0,8.27396,314
BTC,2023-09-21 09:36:00,25800.0,25800.01,25800.0,25800.01,6.90611,229
BTC,2023-09-21 09:37:00,25800.01,25800.01,25800.0,25800.0,5.53065,252
BTC,2023-09-21 09:38:00,25800.0,25800.01,25795.87,25795.88,6.8636,242
BTC,2023-09-21 09:39:00,25795.87,25795.88,25795.0,25795.0,5.73221,220
BTC,2023-09-21 09:40:00,25795.0,25795.01,25788.71,25788.71,13.1604,350
BTC,2023-09-21 09:41:00,25788.71,25788.72,25787.59,25787.59,6.99382,339
BTC,2023-09-21 09:42:00,25787.59,25787.6,25781.8,25781.8,12.14152,349
BTC,2023-09-21 09:43:00,25781.81,25781.81,25731.01,25736.34,143.7825,2482
BTC,2023-09-21 09:44:00,25736.33,25739.92,25675.68,25689.49,274.91096,4837
BTC,2023-09-21 09:45:00,25689.49,25754.48,25684.14,25737.61,254.34571,2904
BTC,2023-09-21 09:46:00,25737.62,25744.3,25732.51,25736.4,28.62164,702
BTC,2023-09-21 09:47:00,25736.41,25736.41,25693.84,25712.26,110.70496,1352
BTC,2023-09-21 09:48:00,25712.25,25712.26,25682.35,25691.64,75.13825,1025
BTC,2023-09-21 09:49:00,25691.65,25693.36,25672.83,25672.83,76.99412,1082
BTC,2023-09-21 09:50:00,25672.84,25686.28,25663.81,25683.62,44.77461,1117
BTC,2023-09-21 09:51:00,25683.62,25704.29,25683.62,25690.01,38.69786,836
BTC,2023-09-21 09:52:00,25690.01,25704.77,25670.68,25672.45,76.16273,1023
BTC,2023-09-21 09:53:00,25672.45,25699.38,25665.76,25694.21,58.34713,933
BTC,2023-09-21 09:54:00,25694.22,25701.7,25694.21,25700.55,30.1147,459
BTC,2023-09-21 09:55:00,25700.56,25709.12,25700.55,25709.11,17.71753,533
BTC,2023-09-21 09:56:00,25709.12,25709.12,25709.11,25709.11,4.05292,265
BTC,2023-09-21 09:57:00,25709.12,25750.42,25709.11,25739.1,56.49866,997
BTC,2023-09-21 09:58:00,25739.09,25739.1,25720.0,25720.01,19.5791,552
BTC,2023-09-21 09:59:00,25720.0,25720.01,25712.97,25712.97,7.51732,424
BTC,2023-09-21 10:00:00,25712.97,25716.14,25710.0,25710.64,25.78683,539
BTC,2023-09-21 10:01:00,25710.64,25718.87,25710.0,25710.01,14.67484,436
BTC,2023-09-21 10:02:00,25710.0,25710.01,25702.36,25705.34,9.1987,421
BTC,2023-09-21 10:03:00,25705.34,25713.69,25701.86,25713.68,16.81014,423
BTC,2023-09-21 10:04:00,25713.69,25719.88,25713.68,25719.87,13.10465,340
BTC,2023-09-21 10:05:00,25719.88,25734.39,25719.87,25734.38,21.83748,456
BTC,2023-09-21 10:06:00,25734.38,25742.7,25734.38,25739.93,16.50101,522
BTC,2023-09-21 10:07:00,25739.93,25745.5,25739.93,25743.97,10.76438,385
BTC,2023-09-21 10:08:00,25743.97,25749.75,25743.96,25749.74,8.09445,312
BTC,2023-09-21 10:09:00,25749.74,25749.75,25749.74,25749.74,1.40467,186
BTC,2023-09-21 10:10:00,25749.75,25749.75,25732.64,25732.65,15.34581,467
BTC,2023-09-21 10:11:00,25732.65,25742.8,25732.64,25740.02,15.08528,306
BTC,2023-09-21 10:12:00,25740.02,25742.8,25738.8,25740.0,9.77676,291
BTC,2023-09-21 10:13:00,25740.0,25740.01,25737.18,25737.18,4.70746,278
BTC,2023-09-21 10:14:00,25737.18,25746.5,25737.18,25737.5,12.9372,371
BTC,2023-09-21 10:15:00,25737.49,25743.83,25736.13,25742.51,12.88352,309
BTC,2023-09-21 10:16:00,25742.52,25742.52,25736.48,25736.48,16.93318,254
BTC,2023-09-21 10:17:00,25736.48,25742.52,25736.48,25742.52,15.17656,302
BTC,2023-09-21 10:18:00,25742.51,25742.52,25742.51,25742.52,2.94508,197
BTC,2023-09-21 10:19:00,25742.51,25742.52,25736.48,25736.49,7.43265,341
BTC,2023-09-21 10:20:00,25736.49,25740.65,25736.48,25740.65,13.64746,321
BTC,2023-09-21 10:21:00,25740.64,25740.65,25726.3,25729.43,21.38836,630
BTC,2023-09-21 10:22:00,25729.42,25734.21,25721.94,25721.95,5.2883,383
BTC,2023-09-21 10:23:00,25721.94,25721.95,25716.92,25716.92,9.41854,534
BTC,2023-09-21 10:24:00,25716.93,25716.93,25695.25,25698.37,42.63113,964
BTC,2023-09-21 10:25:00,25698.37,25705.61,25691.95,25693.93,48.26902,1242
BTC,2023-09-21 10:26:00,25693.93,25706.17,25689.99,25705.75,25.95523,789
BTC,2023-09-21 10:27:00,25705.76,25715.59,25705.75,25715.58,17.373,425
BTC,2023-09-21 10:28:00,25715.58,25730.3,25715.58,25718.95,18.39049,644
BTC,2023-09-21 10:29:00,25718.95,25730.0,25711.58,25729.99,18.41405,395
BTC,2023-09-21 10:30:00,25729.99,25736.76,25729.99,25736.75,14.98105,403
BTC,2023-09-21 10:31:00,25736.76,25736.76,25730.8,25734.51,28.48128,323
BTC,2023-09-21 10:32:00,25734.51,25734.52,25726.51,25726.52,12.38294,342
BTC,2023-09-21 10:33:00,25726.52,25726.52,25713.0,25713.01,20.19617,439
BTC,2023-09-21 10:34:00,25713.0,25713.01,25710.0,25710.0,6.25069,358
BTC,2023-09-21 10:35:00,25710.01,25710.01,25700.0,25708.11,16.93142,423
BTC,2023-09-21 10:36:00,25708.11,25723.09,25708.1,25723.09,14.72916,458
BTC,2023-09-21 10:37:00,25723.09,25723.09,25711.91,25714.86,22.58473,517
BTC,2023-09-21 10:38:00,25714.87,25714.87,25714.35,25714.35,5.13973,241
BTC,2023-09-21 10:39:00,25714.35,25714.36,25690.38,25690.39,47.30851,858
BTC,2023-09-21 10:40:00,25690.38,25697.16,25635.69,25645.08,144.36396,2484
BTC,2023-09-21 10:41:00,25645.08,25680.0,25618.59,25628.52,272.41144,3806
BTC,2023-09-21 10:42:00,25628.51,25661.98,25577.3,25661.97,307.76343,5345
BTC,2023-09-21 10:43:00,25661.97,25717.39,25661.97,25717.39,99.746,2045
BTC,2023-09-21 10:44:00,25717.38,25725.0,25702.72,25714.99,49.04782,1113
BTC,2023-09-21 10:45:00,25714.99,25725.11,25697.28,25697.28,73.12474,889
BTC,2023-09-21 10:46:00,25697.29,25701.83,25664.11,25682.97,43.03396,855
BTC,2023-09-21 10:47:00,25682.96,25686.09,25662.01,25668.09,32.05304,762
BTC,2023-09-21 10:48:00,25668.1,25677.96,25664.22,25664.22,20.44409,534
BTC,2023-09-21 10:49:00,25664.22,25664.23,25640.58,25644.59,44.28374,910
BTC,2023-09-21 10:50:00,25644.6,25646.1,25637.47,25645.09,56.03648,1034
BTC,2023-09-21 10:51:00,25645.09,25663.25,25632.65,25632.65,45.95751,1080
BTC,2023-09-21 10:52:00,25632.66,25632.66,25600.0,25627.69,51.31555,1514
BTC,2023-09-21 10:53:00,25627.68,25658.1,25623.28,25658.09,68.26375,1162
BTC,2023-09-21 10:54:00,25658.1,25659.85,25642.52,25649.6,27.18906,710
BTC,2023-09-21 10:55:00,25649.61,25660.0,25647.92,25659.99,49.43488,725
BTC,2023-09-21 10:56:00,25660.0,25684.3,25659.99,25668.15,33.56572,842
BTC,2023-09-21 10:57:00,25668.15,25676.8,25666.92,25676.47,14.90378,493
BTC,2023-09-21 10:58:00,25676.48,25681.75,25669.0,25669.0,15.54107,360
BTC,2023-09-21 10:59:00,25669.01,25681.53,25669.0,25681.52,16.82536,465
BTC,2023-09-21 11:00:00,25681.53,25681.53,25675.0,25681.52,12.75847,456
BTC,2023-09-21 11:01:00,25681.52,25681.52,25670.01,25670.01,25.26908,336
BTC,2023-09-21 11:02:00,25670.02,25682.52,25670.01,25682.51,23.78865,388
BTC,2023-09-21 11:03:00,25682.52,25682.52,25681.54,25681.54,16.98038,414
BTC,2023-09-21 11:04:00,25681.55,25681.55,25670.0,25670.0,17.8126,451
BTC,2023-09-21 11:05:00,25670.01,25681.55,25665.35,25681.55,21.87007,502
BTC,2023-09-21 11:06:00,25681.55,25682.0,25660.01,25660.73,28.52805,569
BTC,2023-09-21 11:07:00,25660.73,25660.73,25650.46,25658.38,12.89772,462
BTC,2023-09-21 11:08:00,25658.37,25665.94,25658.37,25665.93,13.20094,314
BTC,2023-09-21 11:09:00,25665.93,25721.9,25665.93,25720.9,96.78002,1732
BTC,2023-09-21 11:10:00,25720.9,25726.0,25704.0,25706.64,49.47021,749
BTC,2023-09-21 11:11:00,25706.63,25706.64,25700.0,25701.96,24.08903,375
BTC,2023-09-21 11:12:00,25701.97,25718.48,25701.96,25703.59,16.55076,466
BTC,2023-09-21 11:13:00,25703.6,25703.6,25694.07,25694.08,11.9998,401
BTC,2023-09-21 11:14:00,25694.08,25705.8,25694.07,25696.23,22.01274,504
BTC,2023-09-21 11:15:00,25696.22,25699.85,25690.81,25694.22,27.18918,542
BTC,2023-09-21 11:16:00,25694.23,25713.2,25694.22,25711.37,8.71163,405
BTC,2023-09-21 11:17:00,25711.36,25714.47,25711.36,25714.01,8.90457,319
BTC,2023-09-21 11:18:00,25714.0,25718.87,25709.14,25718.87,16.06208,466
BTC,2023-09-21 11:19:00,25718.87,25718.87,25711.52,25711.52,10.2572,281
BTC,2023-09-21 11:20:00,25711.53,25717.92,25708.52,25717.92,9.54998,380
BTC,2023-09-21 11:21:00,25717.91,25717.92,25705.0,25705.0,12.07824,391
BTC,2023-09-21 11:22:00,25705.01,25713.23,25700.01,25700.01,18.17399,492
BTC,2023-09-21 11:23:00,25700.01,25703.42,25698.56,25698.86,16.1846,451
BTC,2023-09-21 11:24:00,25698.86,25698.86,25696.9,25696.91,8.80524,306
BTC,2023-09-21 11:25:00,25696.91,25704.8,25696.9,25704.8,14.21604,471
BTC,2023-09-21 11:26:00,25704.79,25704.8,25696.16,25696.16,11.32578,361
BTC,2023-09-21 11:27:00,25696.17,25696.17,25693.15,25693.15,9.67303,290
BTC,2023-09-21 11:28:00,25693.15,25693.16,25686.64,25689.26,14.43413,422
BTC,2023-09-21 11:29:00,25689.26,25691.49,25688.28,25688.29,8.16086,352
BTC,2023-09-21 11:30:00,25688.29,25702.9,25688.28,25702.9,11.6404,570
BTC,2023-09-21 11:31:00,25702.89,25702.9,25696.08,25696.08,11.39626,332
BTC,2023-09-21 11:32:00,25696.08,25702.9,25696.08,25700.71,13.6404,394
BTC,2023-09-21 11:33:00,25700.7,25700.71,25697.31,25697.32,4.74909,259
BTC,2023-09-21 11:34:00,25697.32,25700.0,25691.09,25691.1,9.55666,503
BTC,2023-09-21 11:35:00,25691.09,25691.1,25685.0,25685.0,5.83594,331
BTC,2023-09-21 11:36:00,25685.01,25685.01,25680.0,25680.0,19.70048,352
BTC,2023-09-21 11:37:00,25680.0,25680.01,25679.11,25679.11,8.23659,311
BTC,2023-09-21 11:38:00,25679.12,25679.12,25675.75,25675.76,3.39878,246
BTC,2023-09-21 11:39:00,25675.75,25677.5,25673.59,25677.49,10.92645,353
BTC,2023-09-21 11:40:00,25677.5,25685.0,25666.59,25671.14,63.03407,683
BTC,2023-09-21 11:41:00,25671.14,25684.03,25671.13,25684.03,24.71827,373
BTC,2023-09-21 11:42:00,25684.02,25684.03,25677.5,25677.51,15.98456,311
BTC,2023-09-21 11:43:00,25677.51,25677.51,25660.0,25667.88,35.39576,664
BTC,2023-09-21 11:44:00,25667.88,25670.0,25661.9,25661.9,20.98869,377
BTC,2023-09-21 11:45:00,25661.9,25662.47,25661.9,25662.46,6.80403,221
BTC,2023-09-21 11:46:00,25662.46,25662.47,25651.7,25651.7,17.96856,471
BTC,2023-09-21 11:47:00,25651.7,25651.71,25651.7,25651.7,4.95615,206
BTC,2023-09-21 11:48:00,25651.7,25652.0,25643.52,25643.52,34.48097,477
BTC,2023-09-21 11:49:00,25643.53,25643.53,25622.0,25629.72,83.25501,931
BTC,2023-09-21 11:50:00,25629.71,25641.93,25624.96,25641.92,29.51426,578
BTC,2023-09-21 11:51:00,25641.93,25650.86,25641.92,25648.64,39.61544,581
BTC,2023-09-21 11:52:00,25648.64,25649.07,25643.13,25643.14,6.30982,310
BTC,2023-09-21 11:53:00,25643.14,25649.92,25643.13,25644.62,12.99319,354
BTC,2023-09-21 11:54:00,25644.61,25649.99,25644.61,25649.99,6.73837,269
BTC,2023-09-21 11:55:00,25649.99,25659.19,25649.98,25659.19,9.25765,337
BTC,2023-09-21 11:56:00,25659.18,25661.35,25659.18,25661.35,6.06082,256
BTC,2023-09-21 11:57:00,25661.35,25661.35,25652.76,25652.76,9.9211,333
BTC,2023-09-21 11:58:00,25652.77,25652.77,25652.16,25652.17,1.71384,204
BTC,2023-09-21 11:59:00,25652.16,25652.17,25644.05,25644.06,11.6829,401
BTC,2023-09-21 12:00:00,25644.05,25648.32,25644.05,25646.59,18.28352,336
BTC,2023-09-21 12:01:00,25646.58,25646.59,25635.84,25635.85,27.27416,577
BTC,2023-09-21 12:02:00,25635.84,25638.57,25628.12,25635.32,29.28166,743
BTC,2023-09-21 12:03:00,25635.33,25639.68,25623.21,25623.22,21.26186,651
BTC,2023-09-21 12:04:00,25623.22,25623.22,25610.04,25614.51,27.60435,820
BTC,2023-09-21 12:05:00,25614.52,25619.42,25603.84,25619.41,34.36872,802
BTC,2023-09-21 12:06:00,25619.41,25626.88,25613.97,25626.88,17.38684,531
BTC,2023-09-21 12:07:00,25626.88,25626.88,25615.0,25615.01,11.02831,393
BTC,2023-09-21 12:08:00,25615.0,25618.46,25615.0,25618.45,8.37996,393
BTC,2023-09-21 12:09:00,25618.46,25622.43,25618.45,25622.43,7.19067,328
BTC,2023-09-21 12:10:00,25622.42,25629.9,25622.42,25629.89,10.08629,378
BTC,2023-09-21 12:11:00,25629.9,25629.9,25620.0,25620.1,12.0088,320
BTC,2023-09-21 12:12:00,25620.1,25623.2,25615.2,25615.2,16.3768,344
BTC,2023-09-21 12:13:00,25615.21,25615.21,25603.98,25603.98,10.57876,410
BTC,2023-09-21 12:14:00,25603.99,25606.54,25593.12,25604.59,48.09772,929
BTC,2023-09-21 12:15:00,25604.59,25604.59,25590.0,25590.0,25.66519,518
BTC,2023-09-21 12:16:00,25590.01,25620.7,25589.0,25620.63,23.11841,599
BTC,2023-09-21 12:17:00,25620.63,25620.64,25600.09,25606.07,16.34191,401
BTC,2023-09-21 12:18:00,25606.06,25609.33,25601.34,25601.35,22.51822,441
BTC,2023-09-21 12:19:00,25601.34,25602.95,25595.25,25601.27,23.45622,432
BTC,2023-09-21 12:20:00,25601.27,25601.28,25589.12,25597.88,24.09037,641
BTC,2023-09-21 12:21:00,25597.87,25619.99,25597.87,25616.39,46.41134,938
BTC,2023-09-21 12:22:00,25616.38,25630.67,25616.38,25621.92,38.05561,839
BTC,2023-09-21 12:23:00,25621.93,25624.99,25620.14,25623.27,17.30914,569
BTC,2023-09-21 12:24:00,25623.27,25623.28,25615.0,25615.01,12.58241,443
BTC,2023-09-21 12:25:00,25615.0,25629.85,25615.0,25629.24,27.77297,532
BTC,2023-09-21 12:26:00,25629.24,25630.0,25618.12,25618.13,22.87072,564
BTC,2023-09-21 12:27:00,25618.13,25639.13,25615.0,25639.13,43.70022,752
BTC,2023-09-21 12:28:00,25639.12,25639.39,25630.75,25639.37,22.11561,601
BTC,2023-09-21 12:29:00,25639.37,25647.54,25639.36,25647.54,7.2576,516
BTC,2023-09-21 12:30:00,25647.53,25658.33,25647.53,25651.31,42.21074,667
BTC,2023-09-21 12:31:00,25651.31,25656.33,25646.92,25646.93,30.59379,608
BTC,2023-09-21 12:32:00,25646.92,25659.89,25635.02,25658.7,49.99956,735
BTC,2023-09-21 12:33:00,25658.71,25663.52,25650.36,25662.31,49.54294,621
BTC,2023-09-21 12:34:00,25662.3,25681.57,25650.36,25650.36,52.65952,877
BTC,2023-09-21 12:35:00,25650.37,25650.37,25642.88,25649.99,12.48244,427
BTC,2023-09-21 12:36:00,25650.0,25650.0,25649.99,25650.0,5.81874,288
BTC,2023-09-21 12:37:00,25649.99,25654.52,25642.88,25642.88,18.68842,410
BTC,2023-09-21 12:38:00,25642.89,25642.89,25630.25,25637.78,10.13115,429
BTC,2023-09-21 12:39:00,25637.78,25637.79,25626.66,25629.44,11.46091,408
BTC,2023-09-21 12:40:00,25629.44,25631.3,25618.12,25618.13,10.37637,387
BTC,2023-09-21 12:41:00,25618.12,25618.13,25604.34,25607.17,22.04179,642
BTC,2023-09-21 12:42:00,25607.18,25617.73,25602.81,25617.73,29.64298,544
BTC,2023-09-21 12:43:00,25617.73,25623.65,25617.72,25620.7,12.77324,331
BTC,2023-09-21 12:44:00,25620.7,25625.3,25614.86,25625.29,12.41414,444
BTC,2023-09-21 12:45:00,25625.29,25641.91,25625.29,25641.9,7.09415,416
BTC,2023-09-21 12:46:00,25641.9,25641.91,25635.72,25639.5,12.00941,347
BTC,2023-09-21 12:47:00,25639.51,25639.51,25638.35,25638.35,3.00264,294
BTC,2023-09-21 12:48:00,25638.36,25638.36,25630.0,25630.01,8.89723,397
BTC,2023-09-21 12:49:00,25630.0,25636.02,25628.17,25636.02,17.70798,383
